n,t,p
1500,77438,932.54
1501,77490,932.52
1502,77542,932.48
1503,77593,932.46
1504,77644,932.46
1505,77696,932.48
1506,77748,932.47
1507,77799,932.49
1508,77851,932.51
1509,77902,932.49
1510,77954,932.52
1511,78006,932.53
1512,78057,932.50
1513,78108,932.48
1514,78160,932.48
1515,78212,932.53
1516,78267,932.51
1517,78319,932.52
1518,78370,932.44
1519,78423,932.49
1520,78474,932.49
1521,78526,932.49
1522,78577,932.47
1523,78629,932.49
1524,78682,932.46
1525,78736,932.52
1526,78786,932.49
1527,78837,932.44
1528,78889,932.44
1529,78941,932.54
1530,78992,932.57
1531,79043,932.51
1532,79095,932.51
1533,79147,932.45
1534,79198,932.48
1535,79249,932.49
1536,79301,932.49
1537,79352,932.55
1538,79404,932.49
1539,79455,932.54
1540,79507,932.50
1541,79558,932.55
1542,79609,932.49
1543,79661,932.49
1544,79716,932.49
1545,79768,932.49
1546,79819,932.46
1547,79872,932.46
1548,79923,932.49
1549,79975,932.52
1550,80026,932.50
1551,80077,932.56
1552,80130,932.48
1553,80181,932.50
1554,80226,932.50
1555,80278,932.42
1556,80329,932.49
1557,80381,932.48
1558,80433,932.43
1559,80483,932.46
1560,80534,932.49
1561,80585,932.42
1562,80636,932.51
1563,80689,932.51
1564,80740,932.51
1565,80791,932.49
1566,80842,932.47
1567,80894,932.46
1568,80946,932.48
1569,80997,932.49
1570,81048,932.52
1571,81100,932.51
1572,81156,932.51
1573,81207,932.50
1574,81259,932.44
1575,81309,932.50
1576,81359,932.57
1577,81412,932.52
1578,81463,932.46
1579,81514,932.49
1580,81566,932.48
1581,81617,932.46
1582,81672,932.43
1583,81723,932.43
1584,81775,932.49
1585,81826,932.51
1586,81878,932.53
1587,81930,932.50
1588,81981,932.52
1589,82032,932.49
1590,82083,932.49
1591,82136,932.47
1592,82187,932.54
1593,82238,932.48
1594,82289,932.42
1595,82341,932.50
1596,82393,932.52
1597,82444,932.48
1598,82496,932.47
1599,82547,932.50
1600,82601,932.54
1601,82654,932.49
1602,82706,932.54
1603,82757,932.47
1604,82809,932.47
1605,82861,932.50
1606,82912,932.49
1607,82964,932.50
1608,83015,932.49
1609,83067,932.43
1610,83123,932.48
1611,83173,932.46
1612,83224,932.50
1613,83275,932.53
1614,83326,932.46
1615,83378,932.54
1616,83430,932.49
1617,83481,932.53
1618,83533,932.48
1619,83585,932.46
1620,83636,932.47
1621,83687,932.42
1622,83739,932.43
1623,83790,932.47
1624,83842,932.46
1625,83894,932.44
1626,83945,932.48
1627,83996,932.44
1628,84051,932.50
1629,84104,932.50
1630,84155,932.49
1631,84205,932.47
1632,84256,932.48
1633,84307,932.52
1634,84360,932.50
1635,84411,932.51
1636,84462,932.48
1637,84514,932.54
1638,84566,932.49
1639,84620,932.51
1640,84671,932.52
1641,84723,932.49
1642,84774,932.44
1643,84826,932.50
1644,84877,932.50
1645,84928,932.47
1646,84979,932.50
1647,85030,932.47
1648,85083,932.48
1649,85134,932.42
1650,85185,932.45
1651,85236,932.47
1652,85287,932.46
1653,85339,932.44
1654,85390,932.49
1655,85442,932.46
1656,85496,932.50
1657,85548,932.49
1658,85598,932.46
1659,85648,932.46
1660,85699,932.48
1661,85751,932.51
1662,85801,932.48
1663,85852,932.47
1664,85903,932.50
1665,85955,932.48
1666,86006,932.48
1667,86060,932.45
1668,86109,932.48
1669,86158,932.46
1670,86206,932.48
1671,86255,932.50
1672,86304,932.46
1673,86353,932.47
1674,86403,932.49
1675,86452,932.50
1676,86500,932.43
1677,86549,932.49
1678,86598,932.44
1679,86647,932.42
1680,86696,932.43
1681,86745,932.45
1682,86794,932.44
1683,86843,932.47
1684,86892,932.49
1685,86946,932.48
1686,86998,932.42
1687,87050,932.46
1688,87101,932.50
1689,87153,932.48
1690,87204,932.48
1691,87256,932.44
1692,87308,932.47
1693,87359,932.53
1694,87411,932.47
1695,87462,932.43
1696,87517,932.51
1697,87568,932.46
1698,87619,932.47
1699,87670,932.49
1700,87721,932.44
1701,87774,932.43
1702,87825,932.47
1703,87876,932.46
1704,87928,932.49
1705,87980,932.43
1706,88032,932.45
1707,88083,932.50
1708,88134,932.45
1709,88186,932.51
1710,88238,932.51
1711,88289,932.49
1712,88341,932.51
1713,88396,932.48
1714,88448,932.43
1715,88500,932.50
1716,88551,932.48
1717,88603,932.46
1718,88654,932.45
1719,88707,932.45
1720,88758,932.44
1721,88810,932.47
1722,88861,932.49
1723,88913,932.47
1724,88968,932.51
1725,89019,932.49
1726,89070,932.50
1727,89121,932.46
1728,89172,932.49
1729,89225,932.47
1730,89276,932.51
1731,89328,932.45
1732,89379,932.54
1733,89431,932.50
1734,89483,932.48
1735,89534,932.45
1736,89586,932.47
1737,89637,932.48
1738,89689,932.48
1739,89741,932.47
1740,89792,932.52
1741,89847,932.47
1742,89900,932.44
1743,89951,932.51
1744,90003,932.43
1745,90055,932.43
1746,90106,932.49
1747,90159,932.51
1748,90210,932.45
1749,90262,932.49
1750,90313,932.45
1751,90365,932.52
1752,90417,932.54
1753,90472,932.48
1754,90523,932.48
1755,90575,932.50
1756,90627,932.49
1757,90678,932.50
1758,90730,932.51
1759,90781,932.51
1760,90832,932.44
1761,90885,932.48
1762,90936,932.49
1763,90988,932.54
1764,91039,932.48
1765,91091,932.46
1766,91143,932.51
1767,91194,932.47
1768,91246,932.49
1769,91300,932.48
1770,91352,932.47
1771,91403,932.49
1772,91455,932.44
1773,91506,932.39
1774,91557,932.46
1775,91610,932.46
1776,91661,932.54
1777,91713,932.50
1778,91764,932.52
1779,91815,932.45
1780,91868,932.47
1781,91922,932.51
1782,91973,932.50
1783,92025,932.50
1784,92077,932.51
1785,92129,932.50
1786,92180,932.52
1787,92231,932.54
1788,92283,932.46
1789,92335,932.48
1790,92387,932.49
1791,92438,932.51
1792,92490,932.51
1793,92541,932.46
1794,92593,932.52
1795,92645,932.50
1796,92696,932.51
1797,92751,932.49
1798,92803,932.48
1799,92855,932.48
1800,92906,932.45
1801,92958,932.51
1802,93009,932.47
1803,93062,932.47
1804,93113,932.47
1805,93164,932.51
1806,93216,932.50
1807,93267,932.49
1808,93320,932.50
1809,93371,932.51
1810,93416,932.49
1811,93467,932.50
1812,93519,932.50
1813,93571,932.55
1814,93623,932.49
1815,93673,932.54
1816,93724,932.53
1817,93775,932.52
1818,93827,932.44
1819,93878,932.49
1820,93930,932.49
1821,93981,932.47
1822,94032,932.51
1823,94084,932.47
1824,94136,932.51
1825,94191,932.51
1826,94242,932.50
1827,94294,932.50
1828,94345,932.48
1829,94396,932.54
1830,94448,932.48
1831,94499,932.51
1832,94551,932.50
1833,94603,932.55
1834,94654,932.50
1835,94705,932.49
1836,94756,932.47
1837,94808,932.46
1838,94863,932.51
1839,94914,932.47
1840,94966,932.52
1841,95017,932.53
1842,95069,932.47
1843,95121,932.47
1844,95172,932.52
1845,95224,932.49
1846,95276,932.47
1847,95327,932.51
1848,95379,932.51
1849,95431,932.52
1850,95482,932.47
1851,95534,932.47
1852,95586,932.52
1853,95641,932.50
1854,95692,932.47
1855,95744,932.51
1856,95795,932.55
1857,95846,932.50
1858,95897,932.52
1859,95948,932.43
1860,96000,932.46
1861,96052,932.46
1862,96103,932.49
1863,96154,932.49
1864,96206,932.49
1865,96258,932.47
1866,96312,932.48
1867,96363,932.51
1868,96414,932.52
1869,96465,932.49
1870,96517,932.55
1871,96569,932.52
1872,96620,932.48
1873,96671,932.49
1874,96722,932.57
1875,96774,932.50
1876,96825,932.51
1877,96876,932.51
1878,96927,932.52
1879,96979,932.46
1880,97031,932.45
1881,97086,932.52
1882,97137,932.44
1883,97187,932.50
1884,97238,932.46
1885,97289,932.46
1886,97340,932.46
1887,97390,932.46
1888,97441,932.52
1889,97492,932.47
1890,97544,932.48
1891,97595,932.52
1892,97644,932.52
1893,97693,932.50
1894,97742,932.47
1895,97806,932.46
1896,97857,932.50
1897,97908,932.47
1898,97959,932.46
1899,98011,932.50
1900,98063,932.50
1901,98114,932.48
1902,98165,932.50
1903,98216,932.53
1904,98268,932.43
1905,98319,932.50
1906,98370,932.46
1907,98422,932.48
1908,98478,932.48
1909,98530,932.49
1910,98581,932.48
1911,98633,932.46
1912,98684,932.49
1913,98736,932.52
1914,98787,932.52
1915,98839,932.47
1916,98890,932.51
1917,98941,932.47
1918,98994,932.49
1919,99045,932.51
1920,99096,932.49
1921,99147,932.50
1922,99200,932.49
1923,99254,932.49
1924,99304,932.41
1925,99355,932.44
1926,99407,932.49
1927,99459,932.46
1928,99510,932.49
1929,99561,932.45
1930,99613,932.52
1931,99664,932.47
1932,99716,932.47
1933,99768,932.50
1934,99819,932.49
1935,99870,932.49
1936,99927,932.46
1937,99978,932.46
1938,100029,932.51
1939,100081,932.50
1940,100132,932.47
1941,100184,932.47
1942,100236,932.50
1943,100287,932.50
1944,100338,932.46
1945,100390,932.49
1946,100442,932.50
1947,100493,932.48
1948,100544,932.48
1949,100596,932.46
1950,100647,932.45
1951,100702,932.45
1952,100753,932.47
1953,100805,932.49
1954,100856,932.48
1955,100908,932.46
1956,100960,932.48
1957,101011,932.46
1958,101062,932.49
1959,101114,932.46
1960,101166,932.45
1961,101217,932.49
1962,101269,932.50
1963,101320,932.49
1964,101376,932.49
1965,101427,932.47
1966,101479,932.46
1967,101530,932.46
1968,101581,932.48
1969,101634,932.47
1970,101685,932.48
1971,101737,932.47
1972,101788,932.47
1973,101840,932.49
1974,101892,932.50
1975,101944,932.47
1976,101995,932.47
1977,102047,932.47
1978,102102,932.51
1979,102154,932.48
1980,102205,932.50
1981,102257,932.48
1982,102308,932.50
1983,102360,932.47
1984,102412,932.50
1985,102463,932.50
1986,102515,932.46
1987,102566,932.47
1988,102619,932.47
1989,102670,932.47
1990,102722,932.49
1991,102773,932.53
1992,102836,932.47
1993,102944,932.39
1994,102993,932.48
1995,103042,932.54
1996,103091,932.51
1997,103139,932.50
1998,103188,932.54
1999,103236,932.50
2000,103285,932.46
2001,103334,932.49
2002,103383,932.52
2003,103432,932.50
2004,103480,932.54
2005,103533,932.52
2006,103582,932.52
2007,103630,932.47
2008,103678,932.42
2009,103728,932.50
2010,103777,932.53
2011,103825,932.48
2012,103874,932.52
2013,103923,932.54
2014,103971,932.47
2015,104020,932.50
2016,104069,932.49
2017,104118,932.48
2018,104166,932.50
2019,104215,932.47
2020,104269,932.47
2021,104346,932.48
2022,104394,932.48
2023,104443,932.46
2024,104493,932.46
2025,104542,932.47
2026,104590,932.47
2027,104639,932.51
2028,104688,932.49
2029,104736,932.52
2030,104784,932.51
2031,104834,932.50
2032,104886,932.53
2033,104935,932.47
2034,104983,932.50
2035,105032,932.51
2036,105081,932.44
2037,105129,932.48
2038,105179,932.51
2039,105227,932.48
2040,105276,932.52
2041,105325,932.48
2042,105373,932.48
2043,105422,932.49
2044,105470,932.45
2045,105520,932.52
2046,105568,932.51
2047,105617,932.48
2048,105670,932.45
2049,105745,932.47
2050,105794,932.50
2051,105843,932.51
2052,105891,932.50
2053,105940,932.48
2054,105989,932.50
2055,106038,932.51
2056,106087,932.48
2057,106135,932.45
2058,106183,932.47
2059,106236,932.46
2060,106285,932.46
2061,106334,932.47
2062,106383,932.43
2063,106431,932.47
2064,106480,932.46
2065,106529,932.41
2066,106578,932.43
2067,106627,932.44
2068,106676,932.44
2069,106725,932.43
2070,106773,932.51
2071,106821,932.46
2072,106869,932.46
2073,106918,932.46
2074,106967,932.45
2075,107016,932.43
2076,107069,932.41
2077,107179,932.46
2078,107228,932.46
2079,107276,932.45
2080,107324,932.43
2081,107373,932.46
2082,107422,932.47
2083,107471,932.44
2084,107520,932.43
2085,107569,932.43
2086,107621,932.44
2087,107669,932.44
2088,107717,932.44
2089,107765,932.44
2090,107814,932.43
2091,107863,932.42
2092,107911,932.49
2093,107959,932.48
2094,108008,932.47
2095,108056,932.42
2096,108105,932.44
2097,108153,932.47
2098,108203,932.45
2099,108252,932.47
2100,108300,932.43
2101,108348,932.41
2102,108397,932.39
2103,108445,932.47
2104,108498,932.47
2105,108550,932.46
2106,108601,932.44
2107,108651,932.44
2108,108701,932.50
2109,108752,932.45
2110,108804,932.43
2111,108856,932.45
2112,108907,932.45
2113,108961,932.45
2114,109012,932.44
2115,109064,932.47
2116,109116,932.45
2117,109167,932.47
2118,109218,932.50
2119,109270,932.47
2120,109321,932.44
2121,109373,932.49
2122,109424,932.44
2123,109475,932.47
2124,109527,932.48
2125,109578,932.48
2126,109629,932.47
2127,109681,932.47
2128,109732,932.44
2129,109784,932.46
2130,109836,932.47
2131,109887,932.46
2132,109938,932.45
2133,109992,932.49
2134,110044,932.48
2135,110096,932.44
2136,110147,932.44
2137,110198,932.41
2138,110251,932.45
2139,110302,932.48
2140,110356,932.46
2141,110407,932.47
2142,110458,932.47
2143,110511,932.45
2144,110562,932.46
2145,110614,932.44
2146,110665,932.43
2147,110716,932.45
2148,110769,932.49
2149,110820,932.45
2150,110871,932.48
2151,110923,932.41
2152,110974,932.42
2153,111027,932.44
2154,111078,932.46
2155,111129,932.44
2156,111180,932.43
2157,111233,932.47
2158,111284,932.42
2159,111335,932.41
2160,111387,932.42
2161,111442,932.43
2162,111495,932.43
2163,111546,932.44
2164,111598,932.46
2165,111649,932.49
2166,111702,932.43
2167,111756,932.42
2168,111808,932.45
2169,111860,932.45
2170,111911,932.46
2171,111963,932.44
2172,112015,932.44
2173,112066,932.42
2174,112118,932.41
2175,112169,932.41
2176,112222,932.41
2177,112274,932.48
2178,112325,932.43
2179,112377,932.47
2180,112429,932.45
2181,112481,932.41
2182,112532,932.48
2183,112584,932.45
2184,112635,932.46
2185,112688,932.46
2186,112739,932.45
2187,112791,932.43
2188,112842,932.43
2189,112898,932.45
2190,112950,932.45
2191,113001,932.43
2192,113053,932.48
2193,113104,932.45
2194,113160,932.44
2195,113211,932.41
2196,113263,932.44
2197,113314,932.43
2198,113367,932.46
2199,113418,932.43
2200,113470,932.45
2201,113522,932.46
2202,113573,932.47
2203,113625,932.43
2204,113677,932.47
2205,113729,932.44
2206,113780,932.44
2207,113832,932.43
2208,113885,932.48
2209,113936,932.43
2210,113987,932.43
2211,114039,932.46
2212,114091,932.47
2213,114143,932.43
2214,114194,932.43
2215,114246,932.45
2216,114298,932.46
2217,114354,932.45
2218,114405,932.47
2219,114456,932.44
2220,114508,932.46
2221,114553,932.46
2222,114605,932.43
2223,114657,932.43
2224,114709,932.48
2225,114760,932.41
2226,114810,932.42
2227,114862,932.50
2228,114913,932.48
2229,114965,932.48
2230,115016,932.46
2231,115068,932.47
2232,115120,932.53
2233,115171,932.43
2234,115223,932.46
2235,115274,932.42
2236,115325,932.47
2237,115378,932.43
2238,115429,932.41
2239,115480,932.46
2240,115532,932.43
2241,115584,932.44
2242,115635,932.45
2243,115687,932.42
2244,115738,932.44
2245,115793,932.48
2246,115845,932.48
2247,115900,932.46
2248,115950,932.43
2249,116001,932.42
2250,116052,932.40
2251,116104,932.46
2252,116156,932.43
2253,116207,932.47
2254,116259,932.46
2255,116311,932.48
2256,116363,932.50
2257,116414,932.47
2258,116465,932.46
2259,116516,932.43
2260,116569,932.46
2261,116620,932.44
2262,116671,932.44
2263,116723,932.44
2264,116774,932.45
2265,116827,932.44
2266,116878,932.49
2267,116929,932.45
2268,116980,932.43
2269,117032,932.44
2270,117084,932.48
2271,117136,932.47
2272,117187,932.44
2273,117242,932.43
2274,117297,932.40
2275,117349,932.44
2276,117400,932.49
2277,117452,932.40
2278,117502,932.47
2279,117554,932.44
2280,117606,932.40
2281,117657,932.39
2282,117708,932.37
2283,117760,932.48
2284,117812,932.48
2285,117863,932.49
2286,117915,932.44
2287,117966,932.42
2288,118018,932.38
2289,118070,932.43
2290,118121,932.44
2291,118172,932.42
2292,118224,932.42
2293,118276,932.42
2294,118327,932.48
2295,118379,932.45
2296,118430,932.49
2297,118481,932.47
2298,118534,932.44
2299,118585,932.52
2300,118636,932.49
2301,118695,932.46
2302,118746,932.47
2303,118795,932.47
2304,118845,932.45
2305,118896,932.44
2306,118947,932.47
2307,118999,932.43
2308,119050,932.47
2309,119102,932.42
2310,119153,932.43
2311,119204,932.45
2312,119256,932.48
2313,119307,932.45
2314,119358,932.47
2315,119410,932.50
2316,119461,932.49
2317,119513,932.49
2318,119565,932.46
2319,119616,932.43
2320,119667,932.48
2321,119718,932.47
2322,119770,932.45
2323,119821,932.44
2324,119873,932.42
2325,119924,932.45
2326,119975,932.48
2327,120028,932.42
2328,120082,932.48
2329,120137,932.49
2330,120188,932.48
2331,120240,932.46
2332,120291,932.42
2333,120343,932.45
2334,120394,932.48
2335,120445,932.46
2336,120497,932.42
2337,120549,932.44
2338,120600,932.41
2339,120651,932.44
2340,120702,932.40
2341,120755,932.42
2342,120806,932.45
2343,120857,932.41
2344,120908,932.45
2345,120960,932.48
2346,121011,932.42
2347,121063,932.41
2348,121114,932.46
2349,121165,932.49
2350,121218,932.41
2351,121269,932.48
2352,121320,932.52
2353,121371,932.43
2354,121422,932.44
2355,121478,932.48
2356,121529,932.49
2357,121584,932.46
2358,121636,932.46
2359,121688,932.47
2360,121740,932.47
2361,121791,932.47
2362,121843,932.50
2363,121894,932.50
2364,121947,932.50
2365,121999,932.47
2366,122050,932.46
2367,122102,932.48
2368,122153,932.44
2369,122205,932.43
2370,122257,932.44
2371,122309,932.38
2372,122361,932.40
2373,122413,932.48
2374,122465,932.42
2375,122516,932.41
2376,122567,932.46
2377,122619,932.45
2378,122671,932.42
2379,122723,932.42
2380,122775,932.43
2381,122826,932.43
2382,122882,932.39
2383,122933,932.43
2384,122985,932.46
2385,123040,932.44
2386,123091,932.42
2387,123144,932.50
2388,123195,932.48
2389,123247,932.49
2390,123298,932.47
2391,123351,932.47
2392,123402,932.44
2393,123453,932.41
2394,123505,932.44
2395,123556,932.45
2396,123609,932.45
2397,123660,932.43
2398,123712,932.50
2399,123763,932.41
2400,123815,932.43
2401,123867,932.46
2402,123919,932.41
2403,123970,932.49
2404,124022,932.45
2405,124073,932.45
2406,124126,932.47
2407,124177,932.41
2408,124228,932.40
2409,124283,932.43
2410,124335,932.47
2411,124387,932.45
2412,124438,932.45
2413,124493,932.44
2414,124546,932.47
2415,124597,932.48
2416,124647,932.45
2417,124698,932.49
2418,124749,932.43
2419,124802,932.46
2420,124853,932.45
2421,124905,932.47
2422,124956,932.44
2423,125007,932.43
2424,125059,932.48
2425,125110,932.41
2426,125162,932.42
2427,125213,932.44
2428,125265,932.45
2429,125317,932.44
2430,125368,932.41
2431,125419,932.43
2432,125471,932.43
2433,125522,932.48
2434,125574,932.45
2435,125626,932.48
2436,125680,932.40
2437,125732,932.42
2438,125784,932.43
2439,125835,932.42
2440,125887,932.49
2441,125942,932.44
2442,125993,932.44
2443,126046,932.43
2444,126096,932.42
2445,126147,932.43
2446,126198,932.43
2447,126249,932.44
2448,126302,932.44
2449,126353,932.43
2450,126404,932.48
2451,126456,932.48
2452,126508,932.47
2453,126559,932.46
2454,126611,932.41
2455,126662,932.48
2456,126713,932.42
2457,126765,932.45
2458,126817,932.41
2459,126868,932.42
2460,126920,932.40
2461,126971,932.40
2462,127023,932.48
2463,127077,932.40
2464,127129,932.45
2465,127180,932.44
2466,127232,932.45
2467,127284,932.47
2468,127335,932.43
2469,127389,932.43
2470,127441,932.44
2471,127493,932.43
2472,127545,932.45
2473,127596,932.41
2474,127648,932.44
2475,127699,932.44
2476,127752,932.45
2477,127803,932.45
2478,127855,932.45
2479,127906,932.43
2480,127959,932.47
2481,128010,932.42
2482,128062,932.43
2483,128113,932.48
2484,128165,932.45
2485,128217,932.43
2486,128269,932.44
2487,128320,932.46
2488,128371,932.47
2489,128423,932.44
2490,128479,932.43
2491,128530,932.44
2492,128582,932.43
2493,128633,932.48
2494,128685,932.48
2495,128737,932.46
2496,128788,932.52
2497,128844,932.47
2498,128896,932.44
2499,128948,932.45
2500,128999,932.47
2501,129050,932.42
2502,129102,932.42
2503,129154,932.45
2504,129206,932.43
2505,129257,932.46
2506,129309,932.50
2507,129361,932.46
2508,129413,932.43
2509,129464,932.45
2510,129516,932.44
2511,129567,932.49
2512,129619,932.43
2513,129671,932.42
2514,129723,932.42
2515,129774,932.43
2516,129826,932.42
2517,129881,932.46
2518,129932,932.43
2519,129983,932.45
2520,130034,932.42
2521,130086,932.43
2522,130138,932.44
2523,130189,932.43
2524,130240,932.46
2525,130295,932.44
2526,130347,932.46
2527,130396,932.49
2528,130447,932.46
2529,130498,932.47
2530,130549,932.47
2531,130599,932.46
2532,130650,932.44
2533,130701,932.49
2534,130752,932.48
2535,130803,932.48
2536,130853,932.46
2537,130903,932.45
2538,130952,932.49
2539,131000,932.48
2540,131049,932.45
2541,131098,932.46
2542,131146,932.44
2543,131195,932.48
2544,131248,932.45
2545,131299,932.43
2546,131350,932.47
2547,131401,932.45
2548,131452,932.47
2549,131504,932.45
2550,131553,932.44
2551,131604,932.47
2552,131655,932.47
2553,131707,932.48
2554,131762,932.46
2555,131814,932.48
2556,131865,932.47
2557,131915,932.44
2558,131966,932.47
2559,132018,932.45
2560,132069,932.47
2561,132120,932.46
2562,132172,932.43
2563,132221,932.45
2564,132272,932.46
2565,132323,932.47
2566,132375,932.43
2567,132424,932.47
2568,132474,932.47
2569,132527,932.49
2570,132578,932.47
2571,132632,932.47
2572,132684,932.47
2573,132736,932.44
2574,132788,932.45
2575,132839,932.45
2576,132891,932.46
2577,132942,932.45
2578,132995,932.44
2579,133046,932.48
2580,133098,932.45
2581,133149,932.43
2582,133204,932.48
2583,133256,932.44
2584,133308,932.46
2585,133359,932.45
2586,133411,932.41
2587,133463,932.44
2588,133515,932.42
2589,133566,932.44
2590,133618,932.46
2591,133669,932.45
2592,133722,932.45
2593,133773,932.40
2594,133825,932.44
2595,133876,932.44
2596,133928,932.41
2597,133980,932.45
2598,134035,932.44
2599,134086,932.43
2600,134138,932.45
2601,134190,932.40
2602,134242,932.39
2603,134293,932.46
2604,134345,932.46
2605,134396,932.48
2606,134449,932.44
2607,134500,932.46
2608,134552,932.44
2609,134604,932.44
2610,134660,932.41
2611,134711,932.44
2612,134763,932.45
2613,134814,932.42
2614,134866,932.44
2615,134918,932.46
2616,134970,932.48
2617,135022,932.50
2618,135073,932.47
2619,135126,932.46
2620,135177,932.48
2621,135229,932.49
2622,135280,932.47
2623,135332,932.47
2624,135384,932.45
2625,135439,932.45
2626,135490,932.45
2627,135542,932.43
2628,135593,932.41
2629,135646,932.45
2630,135697,932.41
2631,135749,932.44
2632,135801,932.47
2633,135853,932.47
2634,135905,932.43
2635,135956,932.47
2636,136008,932.48
2637,136059,932.49
2638,136115,932.47
2639,136167,932.45
2640,136218,932.45
2641,136270,932.44
2642,136322,932.41
2643,136374,932.44
2644,136425,932.47
2645,136477,932.43
2646,136528,932.48
2647,136581,932.49
2648,136632,932.46
2649,136684,932.47
2650,136735,932.48
2651,136787,932.48
2652,136842,932.47
2653,136894,932.49
2654,136945,932.45
2655,136997,932.42
2656,137049,932.45
2657,137101,932.47
2658,137152,932.48
2659,137204,932.50
2660,137255,932.47
2661,137308,932.44
2662,137359,932.43
2663,137411,932.49
2664,137462,932.47
2665,137515,932.46
2666,137570,932.49
2667,137622,932.48
2668,137673,932.43
2669,137724,932.45
2670,137777,932.46
2671,137828,932.46
2672,137880,932.50
2673,137932,932.44
2674,137984,932.49
2675,138036,932.49
2676,138087,932.49
2677,138139,932.46
2678,138190,932.49
2679,138246,932.46
2680,138297,932.49
2681,138349,932.49
2682,138400,932.41
2683,138452,932.47
2684,138504,932.48
2685,138556,932.42
2686,138607,932.48
2687,138659,932.46
2688,138712,932.48
2689,138763,932.51
2690,138815,932.51
2691,138866,932.44
2692,138918,932.50
2693,138970,932.48
2694,139025,932.48
2695,139076,932.47
2696,139128,932.47
2697,139181,932.49
2698,139232,932.46
2699,139284,932.42
2700,139335,932.52
2701,139387,932.50
2702,139439,932.48
2703,139491,932.51
2704,139543,932.50
2705,139594,932.50
2706,139650,932.53
2707,139701,932.47
2708,139753,932.44
2709,139804,932.47
2710,139856,932.49
2711,139909,932.51
2712,139960,932.49
2713,140012,932.48
2714,140063,932.50
2715,140115,932.44
2716,140167,932.47
2717,140219,932.48
2718,140271,932.48
2719,140322,932.49
2720,140375,932.45
2721,140426,932.45
2722,140482,932.47
2723,140533,932.44
2724,140585,932.47
2725,140637,932.47
2726,140689,932.47
2727,140740,932.45
2728,140792,932.46
2729,140845,932.47
2730,140896,932.43
2731,140948,932.51
2732,140999,932.45
2733,141044,932.47
2734,141095,932.50
2735,141147,932.47
2736,141197,932.44
2737,141248,932.42
2738,141299,932.43
2739,141350,932.53
2740,141402,932.47
2741,141454,932.40
2742,141503,932.45
2743,141552,932.48
2744,141601,932.50
2745,141650,932.44
2746,141700,932.45
2747,141748,932.46
2748,141797,932.45
2749,141846,932.42
2750,141898,932.48
2751,141950,932.41
2752,142002,932.43
2753,142053,932.41
2754,142103,932.48
2755,142154,932.42
2756,142205,932.50
2757,142257,932.51
2758,142308,932.42
2759,142375,932.40
2760,142425,932.48
2761,142474,932.46
2762,142522,932.49
2763,142572,932.51
2764,142621,932.41
2765,142670,932.48
2766,142720,932.41
2767,142769,932.44
2768,142818,932.45
2769,142868,932.40
2770,142916,932.42
2771,142967,932.48
2772,143019,932.46
2773,143071,932.45
2774,143122,932.47
2775,143173,932.53
2776,143224,932.51
2777,143277,932.55
2778,143331,932.50
2779,143382,932.52
2780,143432,932.52
2781,143482,932.52
2782,143535,932.49
2783,143586,932.54
2784,143635,932.46
2785,143686,932.58
2786,143740,932.47
2787,143792,932.53
2788,143844,932.52
2789,143895,932.46
2790,143947,932.44
2791,143998,932.43
2792,144051,932.46
2793,144102,932.43
2794,144154,932.42
2795,144205,932.48
2796,144258,932.47
2797,144309,932.49
2798,144361,932.44
2799,144412,932.50
2800,144463,932.56
2801,144516,932.47
2802,144567,932.40
2803,144619,932.44
2804,144670,932.46
2805,144722,932.43
2806,144778,932.44
2807,144829,932.42
2808,144881,932.45
2809,144932,932.47
2810,144985,932.51
2811,145035,932.44
2812,145086,932.42
2813,145142,932.41
2814,145191,932.44
2815,145244,932.45
2816,145295,932.41
2817,145346,932.45
2818,145398,932.47
2819,145449,932.42
2820,145501,932.42
2821,145553,932.44
2822,145604,932.48
2823,145655,932.44
2824,145708,932.42
2825,145759,932.46
2826,145810,932.46
2827,145862,932.42
2828,145913,932.46
2829,145966,932.46
2830,146017,932.49
2831,146068,932.46
2832,146120,932.44
2833,146171,932.44
2834,146227,932.45
2835,146278,932.47
2836,146330,932.44
2837,146382,932.46
2838,146434,932.43
2839,146486,932.43
2840,146540,932.45
2841,146590,932.42
2842,146641,932.44
2843,146694,932.48
2844,146745,932.42
2845,146797,932.43
2846,146848,932.42
2847,146899,932.44
2848,146952,932.41
2849,147003,932.43
2850,147054,932.45
2851,147106,932.44
2852,147158,932.46
2853,147209,932.45
2854,147261,932.42
2855,147312,932.43
2856,147363,932.46
2857,147416,932.41
2858,147467,932.42
2859,147518,932.43
2860,147570,932.41
2861,147621,932.44
2862,147677,932.43
2863,147729,932.41
2864,147780,932.43
2865,147830,932.44
2866,147881,932.45
2867,147938,932.47
2868,147988,932.46
2869,148039,932.46
2870,148091,932.44
2871,148143,932.45
2872,148194,932.43
2873,148246,932.47
2874,148297,932.38
2875,148348,932.36
2876,148401,932.43
2877,148452,932.44
2878,148503,932.42
2879,148555,932.39
2880,148606,932.45
2881,148658,932.42
2882,148710,932.44
2883,148761,932.44
2884,148813,932.46
2885,148865,932.44
2886,148916,932.45
2887,148967,932.44
2888,149018,932.48
2889,149070,932.45
2890,149125,932.44
2891,149177,932.44
2892,149228,932.45
2893,149280,932.46
2894,149335,932.44
2895,149385,932.40
2896,149436,932.42
2897,149487,932.42
2898,149539,932.39
