n,t,p
4298,221608,932.42
4299,221658,932.40
4300,221709,932.41
4301,221757,932.42
4302,221808,932.40
4303,221857,932.39
4304,221908,932.45
4305,221960,932.38
4306,222009,932.36
4307,222058,932.44
4308,222109,932.39
4309,222160,932.40
4310,222211,932.43
4311,222260,932.44
4312,222309,932.45
4313,222358,932.44
4314,222408,932.44
4315,222458,932.42
4316,222508,932.43
4317,222558,932.41
4318,222607,932.42
4319,222658,932.37
4320,222710,932.39
4321,222763,932.43
4322,222818,932.44
4323,222869,932.46
4324,222920,932.45
4325,222970,932.44
4326,223021,932.38
4327,223070,932.45
4328,223121,932.36
4329,223170,932.42
4330,223220,932.40
4331,223269,932.36
4332,223321,932.38
4333,223372,932.40
4334,223420,932.36
4335,223469,932.43
4336,223521,932.41
4337,223572,932.44
4338,223624,932.42
4339,223672,932.50
4340,223721,932.45
4341,223770,932.46
4342,223820,932.43
4343,223870,932.38
4344,223920,932.38
4345,223971,932.40
4346,224020,932.36
4347,224070,932.39
4348,224123,932.40
4349,224178,932.44
4350,224229,932.40
4351,224281,932.42
4352,224332,932.37
4353,224384,932.31
4354,224435,932.38
4355,224486,932.37
4356,224537,932.38
4357,224588,932.38
4358,224641,932.40
4359,224692,932.40
4360,224743,932.34
4361,224795,932.39
4362,224846,932.43
4363,224898,932.40
4364,224949,932.45
4365,225001,932.42
4366,225052,932.36
4367,225103,932.38
4368,225156,932.40
4369,225207,932.37
4370,225259,932.37
4371,225310,932.40
4372,225361,932.40
4373,225413,932.45
4374,225464,932.40
4375,225516,932.44
4376,225574,932.41
4377,225626,932.41
4378,225676,932.38
4379,225726,932.44
4380,225777,932.43
4381,225827,932.43
4382,225878,932.45
4383,225929,932.40
4384,225980,932.48
4385,226030,932.44
4386,226080,932.40
4387,226131,932.41
4388,226182,932.39
4389,226233,932.45
4390,226283,932.40
4391,226333,932.37
4392,226384,932.46
4393,226436,932.40
4394,226486,932.39
4395,226536,932.40
4396,226587,932.36
4397,226637,932.38
4398,226689,932.43
4399,226739,932.40
4400,226790,932.38
4401,226841,932.41
4402,226891,932.40
4403,226946,932.36
4404,227000,932.37
4405,227052,932.39
4406,227103,932.41
4407,227153,932.40
4408,227204,932.38
4409,227254,932.38
4410,227304,932.38
4411,227353,932.42
4412,227404,932.37
4413,227453,932.43
4414,227505,932.42
4415,227556,932.46
4416,227604,932.44
4417,227654,932.34
4418,227705,932.43
4419,227757,932.37
4420,227807,932.41
4421,227856,932.34
4422,227905,932.35
4423,227954,932.38
4424,228004,932.39
4425,228056,932.38
4426,228105,932.39
4427,228155,932.39
4428,228204,932.37
4429,228255,932.37
4430,228310,932.38
4431,228359,932.41
4432,228413,932.42
4433,228464,932.35
4434,228516,932.40
4435,228567,932.40
4436,228616,932.40
4437,228667,932.41
4438,228719,932.46
4439,228770,932.36
4440,228822,932.41
4441,228872,932.39
4442,228923,932.37
4443,228972,932.39
4444,229020,932.38
4445,229069,932.43
4446,229118,932.40
4447,229168,932.38
4448,229217,932.41
4449,229266,932.43
4450,229315,932.44
4451,229364,932.40
4452,229413,932.38
4453,229463,932.40
4454,229512,932.43
4455,229561,932.41
4456,229610,932.39
4457,229663,932.43
4458,229714,932.37
4459,229766,932.41
4460,229820,932.44
4461,229871,932.36
4462,229922,932.38
4463,229972,932.42
4464,230024,932.42
4465,230076,932.39
4466,230127,932.43
4467,230176,932.44
4468,230225,932.44
4469,230275,932.40
4470,230324,932.42
4471,230373,932.44
4472,230422,932.42
4473,230470,932.41
4474,230519,932.44
4475,230568,932.39
4476,230618,932.38
4477,230667,932.37
4478,230715,932.41
4479,230764,932.45
4480,230813,932.39
4481,230862,932.39
4482,230912,932.39
4483,230961,932.38
4484,231012,932.44
4485,231063,932.43
4486,231114,932.40
4487,231166,932.42
4488,231222,932.37
4489,231273,932.40
4490,231324,932.47
4491,231376,932.41
4492,231428,932.39
4493,231479,932.38
4494,231531,932.45
4495,231582,932.42
4496,231634,932.36
4497,231686,932.37
4498,231738,932.43
4499,231789,932.45
4500,231840,932.42
4501,231892,932.44
4502,231944,932.43
4503,231996,932.40
4504,232047,932.35
4505,232098,932.35
4506,232151,932.41
4507,232202,932.34
4508,232254,932.40
4509,232305,932.41
4510,232356,932.37
4511,232412,932.40
4512,232462,932.41
4513,232513,932.39
4514,232564,932.40
4515,232616,932.41
4516,232671,932.41
4517,232723,932.32
4518,232774,932.37
4519,232826,932.39
4520,232878,932.41
4521,232930,932.39
4522,232981,932.35
4523,233032,932.40
4524,233084,932.40
4525,233136,932.35
4526,233188,932.39
4527,233239,932.38
4528,233291,932.36
4529,233342,932.33
4530,233394,932.42
4531,233446,932.35
4532,233497,932.46
4533,233548,932.42
4534,233601,932.46
4535,233652,932.38
4536,233704,932.37
4537,233755,932.39
4538,233809,932.43
4539,233862,932.38
4540,233913,932.46
4541,233965,932.46
4542,234016,932.37
4543,234068,932.45
4544,234122,932.45
4545,234174,932.38
4546,234224,932.39
4547,234274,932.40
4548,234327,932.39
4549,234378,932.42
4550,234429,932.38
4551,234481,932.40
4552,234532,932.40
4553,234584,932.41
4554,234635,932.43
4555,234687,932.41
4556,234738,932.40
4557,234789,932.41
4558,234841,932.39
4559,234893,932.40
4560,234944,932.41
4561,234995,932.36
4562,235046,932.38
4563,235099,932.42
4564,235150,932.39
4565,235204,932.40
4566,235255,932.40
4567,235308,932.45
4568,235359,932.41
4569,235410,932.39
4570,235461,932.35
4571,235512,932.35
4572,235568,932.32
4573,235619,932.40
4574,235671,932.37
4575,235722,932.40
4576,235773,932.40
4577,235825,932.36
4578,235876,932.42
4579,235928,932.44
4580,235979,932.41
4581,236030,932.40
4582,236083,932.36
4583,236134,932.35
4584,236185,932.37
4585,236236,932.39
4586,236288,932.38
4587,236340,932.35
4588,236391,932.43
4589,236442,932.41
4590,236494,932.43
4591,236546,932.46
4592,236600,932.38
4593,236651,932.44
4594,236703,932.39
4595,236754,932.42
4596,236806,932.38
4597,236858,932.37
4598,236909,932.43
4599,236960,932.41
4600,237016,932.37
4601,237067,932.37
4602,237118,932.37
4603,237170,932.43
4604,237221,932.46
4605,237274,932.37
4606,237325,932.38
4607,237377,932.39
4608,237428,932.39
4609,237479,932.40
4610,237532,932.34
4611,237583,932.38
4612,237635,932.42
4613,237686,932.44
4614,237739,932.43
4615,237790,932.39
4616,237841,932.38
4617,237893,932.37
4618,237944,932.35
4619,238000,932.35
4620,238051,932.35
4621,238103,932.35
4622,238154,932.39
4623,238206,932.37
4624,238258,932.35
4625,238309,932.40
4626,238361,932.38
4627,238412,932.38
4628,238468,932.37
4629,238520,932.38
4630,238571,932.43
4631,238622,932.43
4632,238674,932.37
4633,238726,932.41
4634,238778,932.40
4635,238829,932.38
4636,238881,932.38
4637,238932,932.39
4638,238985,932.42
4639,239036,932.41
4640,239087,932.38
4641,239139,932.41
4642,239191,932.41
4643,239243,932.43
4644,239294,932.42
4645,239346,932.43
4646,239400,932.41
4647,239453,932.42
4648,239504,932.41
4649,239555,932.42
4650,239607,932.43
4651,239659,932.39
4652,239711,932.39
4653,239762,932.42
4654,239814,932.40
4655,239865,932.44
4656,239921,932.43
4657,239972,932.35
4658,240023,932.38
4659,240074,932.37
4660,240125,932.39
4661,240177,932.41
4662,240228,932.41
4663,240279,932.37
4664,240330,932.40
4665,240382,932.42
4666,240434,932.36
4667,240485,932.37
4668,240537,932.40
4669,240588,932.43
4670,240640,932.38
4671,240691,932.39
4672,240742,932.40
4673,240797,932.39
4674,240848,932.38
4675,240900,932.38
4676,240951,932.39
4677,241002,932.40
4678,241053,932.34
4679,241105,932.40
4680,241157,932.38
4681,241208,932.41
4682,241259,932.44
4683,241310,932.43
4684,241366,932.40
4685,241417,932.39
4686,241466,932.38
4687,241516,932.39
4688,241568,932.44
4689,241619,932.40
4690,241670,932.36
4691,241720,932.41
4692,241771,932.41
4693,241822,932.35
4694,241873,932.38
4695,241923,932.41
4696,241972,932.42
4697,242021,932.38
4698,242070,932.38
4699,242119,932.40
4700,242170,932.38
4701,242222,932.35
4702,242273,932.38
4703,242324,932.36
4704,242375,932.41
4705,242426,932.41
4706,242477,932.37
4707,242527,932.44
4708,242578,932.39
4709,242630,932.38
4710,242679,932.37
4711,242729,932.42
4712,242781,932.41
4713,242836,932.38
4714,242887,932.40
4715,242938,932.39
4716,242991,932.40
4717,243042,932.40
4718,243093,932.36
4719,243144,932.38
4720,243196,932.38
4721,243248,932.40
4722,243299,932.38
4723,243351,932.39
4724,243402,932.42
4725,243453,932.41
4726,243506,932.38
4727,243560,932.41
4728,243611,932.38
4729,243663,932.37
4730,243715,932.41
4731,243767,932.46
4732,243818,932.40
4733,243870,932.38
4734,243921,932.41
4735,243973,932.43
4736,244025,932.37
4737,244076,932.37
4738,244128,932.39
4739,244180,932.39
4740,244232,932.40
4741,244287,932.40
4742,244339,932.41
4743,244390,932.44
4744,244443,932.39
4745,244494,932.39
4746,244545,932.38
4747,244597,932.40
4748,244648,932.38
4749,244701,932.38
4750,244752,932.39
4751,244804,932.39
4752,244855,932.37
4753,244908,932.36
4754,244962,932.44
4755,245014,932.42
4756,245065,932.40
4757,245117,932.43
4758,245169,932.43
4759,245221,932.41
4760,245272,932.39
4761,245324,932.45
4762,245376,932.41
4763,245428,932.40
4764,245479,932.43
4765,245531,932.40
4766,245582,932.42
4767,245634,932.39
4768,245686,932.39
4769,245741,932.42
4770,245792,932.42
4771,245844,932.39
4772,245896,932.36
4773,245948,932.41
4774,245999,932.45
4775,246051,932.45
4776,246103,932.41
4777,246155,932.42
4778,246206,932.44
4779,246258,932.41
4780,246309,932.44
4781,246354,932.43
4782,246407,932.40
4783,246458,932.41
4784,246510,932.42
4785,246561,932.40
4786,246611,932.39
4787,246663,932.43
4788,246715,932.40
4789,246766,932.41
4790,246817,932.43
4791,246870,932.43
4792,246921,932.40
4793,246972,932.40
4794,247023,932.39
4795,247075,932.41
4796,247127,932.42
4797,247182,932.43
4798,247233,932.41
4799,247284,932.41
4800,247335,932.41
4801,247387,932.41
4802,247438,932.41
4803,247490,932.37
4804,247541,932.37
4805,247592,932.43
4806,247644,932.31
4807,247699,932.42
4808,247750,932.41
4809,247801,932.40
4810,247854,932.42
4811,247905,932.41
4812,247956,932.41
4813,248008,932.42
4814,248059,932.42
4815,248111,932.42
4816,248163,932.39
4817,248214,932.43
4818,248265,932.41
4819,248317,932.35
4820,248369,932.41
4821,248420,932.37
4822,248472,932.39
4823,248523,932.35
4824,248574,932.43
4825,248630,932.43
4826,248681,932.45
4827,248733,932.45
4828,248784,932.35
4829,248837,932.44
4830,248888,932.43
4831,248940,932.45
4832,248991,932.36
4833,249043,932.33
4834,249098,932.31
4835,249150,932.43
4836,249201,932.42
4837,249253,932.36
4838,249305,932.36
4839,249357,932.37
4840,249408,932.35
4841,249460,932.39
4842,249512,932.39
4843,249564,932.38
4844,249616,932.34
4845,249667,932.44
4846,249719,932.37
4847,249771,932.32
4848,249823,932.36
4849,249874,932.35
4850,249926,932.35
4851,249977,932.43
4852,250030,932.38
4853,250085,932.34
4854,250136,932.38
4855,250187,932.37
4856,250240,932.37
4857,250292,932.37
4858,250343,932.38
4859,250394,932.35
4860,250446,932.43
4861,250501,932.37
4862,250553,932.39
4863,250604,932.39
4864,250656,932.38
4865,250708,932.36
4866,250760,932.37
4867,250811,932.44
4868,250863,932.38
4869,250914,932.37
4870,250967,932.36
4871,251018,932.42
4872,251070,932.39
4873,251122,932.40
4874,251173,932.46
4875,251226,932.45
4876,251277,932.46
4877,251329,932.42
4878,251380,932.38
4879,251432,932.47
4880,251484,932.45
4881,251539,932.39
4882,251591,932.46
4883,251642,932.43
4884,251694,932.37
4885,251745,932.38
4886,251796,932.45
4887,251847,932.37
4888,251902,932.39
4889,251954,932.44
4890,252005,932.41
4891,252056,932.39
4892,252107,932.36
4893,252158,932.34
4894,252211,932.36
4895,252262,932.38
4896,252313,932.38
4897,252365,932.33
4898,252417,932.42
4899,252468,932.35
4900,252519,932.37
4901,252570,932.38
4902,252622,932.34
4903,252674,932.39
4904,252725,932.34
4905,252777,932.37
4906,252828,932.38
4907,252879,932.34
4908,252931,932.45
4909,252986,932.40
4910,253037,932.38
4911,253087,932.47
4912,253138,932.47
4913,253190,932.44
4914,253241,932.41
4915,253294,932.47
4916,253345,932.40
4917,253396,932.41
4918,253448,932.46
4919,253500,932.47
4920,253551,932.39
4921,253601,932.40
4922,253651,932.40
4923,253703,932.40
4924,253755,932.37
4925,253804,932.41
4926,253854,932.40
4927,253906,932.38
4928,253959,932.38
4929,254010,932.49
4930,254061,932.47
4931,254113,932.39
4932,254164,932.39
4933,254217,932.41
4934,254268,932.47
4935,254319,932.41
4936,254371,932.39
4937,254423,932.38
4938,254478,932.48
4939,254529,932.39
4940,254581,932.39
4941,254632,932.41
4942,254688,932.40
4943,254739,932.41
4944,254791,932.40
4945,254842,932.42
4946,254895,932.39
4947,254946,932.42
4948,254998,932.39
4949,255050,932.37
4950,255101,932.41
4951,255154,932.45
4952,255205,932.39
4953,255257,932.41
4954,255308,932.41
4955,255361,932.41
4956,255412,932.38
4957,255464,932.39
4958,255515,932.41
4959,255567,932.39
4960,255620,932.37
4961,255671,932.41
4962,255723,932.40
4963,255774,932.41
4964,255826,932.37
4965,255878,932.39
4966,255933,932.40
4967,255985,932.37
4968,256037,932.35
4969,256092,932.43
4970,256143,932.42
4971,256195,932.43
4972,256247,932.40
4973,256299,932.41
4974,256351,932.38
4975,256403,932.40
4976,256454,932.38
4977,256505,932.40
4978,256558,932.39
4979,256609,932.38
4980,256661,932.40
4981,256713,932.38
4982,256764,932.39
4983,256817,932.38
4984,256868,932.41
4985,256920,932.37
4986,256971,932.39
4987,257022,932.39
4988,257075,932.37
4989,257127,932.39
4990,257178,932.40
4991,257230,932.41
4992,257283,932.41
4993,257334,932.39
4994,257389,932.39
4995,257440,932.38
4996,257496,932.39
4997,257548,932.43
4998,257599,932.49
4999,257651,932.43
5000,257702,932.39
5001,257755,932.40
5002,257806,932.41
5003,257858,932.39
5004,257909,932.38
5005,257961,932.37
5006,258014,932.43
5007,258065,932.38
5008,258117,932.42
5009,258168,932.39
5010,258221,932.42
5011,258272,932.40
5012,258324,932.41
5013,258375,932.40
5014,258427,932.39
5015,258479,932.42
5016,258531,932.43
5017,258582,932.42
5018,258634,932.43
5019,258685,932.40
5020,258738,932.40
5021,258790,932.41
5022,258845,932.37
5023,258899,932.42
5024,258952,932.44
5025,259003,932.41
5026,259054,932.39
5027,259106,932.41
5028,259158,932.42
5029,259210,932.46
5030,259262,932.38
5031,259313,932.38
5032,259365,932.41
5033,259417,932.39
5034,259469,932.38
5035,259520,932.42
5036,259572,932.43
5037,259623,932.42
5038,259676,932.44
5039,259727,932.42
5040,259779,932.44
5041,259830,932.43
5042,259883,932.45
5043,259934,932.42
5044,259986,932.46
5045,260037,932.44
5046,260089,932.42
5047,260141,932.42
5048,260192,932.41
5049,260244,932.43
5050,260301,932.41
5051,260353,932.44
5052,260404,932.43
5053,260455,932.46
5054,260505,932.43
5055,260554,932.41
5056,260604,932.45
5057,260654,932.43
5058,260705,932.47
5059,260754,932.41
5060,260805,932.41
5061,260856,932.39
5062,260905,932.43
5063,260955,932.45
5064,261006,932.45
5065,261058,932.45
5066,261108,932.44
5067,261157,932.42
5068,261207,932.42
5069,261256,932.42
5070,261306,932.39
5071,261356,932.43
5072,261405,932.43
5073,261456,932.45
5074,261506,932.39
5075,261557,932.41
5076,261606,932.38
5077,261666,932.36
5078,261719,932.33
5079,261770,932.41
5080,261821,932.42
5081,261873,932.35
5082,261925,932.37
5083,261977,932.41
5084,262029,932.42
5085,262080,932.39
5086,262132,932.38
5087,262183,932.41
5088,262236,932.41
5089,262287,932.36
5090,262339,932.39
5091,262391,932.43
5092,262443,932.37
5093,262495,932.38
5094,262546,932.41
5095,262598,932.33
5096,262649,932.45
5097,262702,932.40
5098,262753,932.45
5099,262805,932.37
5100,262857,932.42
5101,262908,932.39
5102,262961,932.35
5103,263012,932.42
5104,263067,932.44
5105,263121,932.36
5106,263173,932.38
5107,263223,932.36
5108,263274,932.44
5109,263325,932.43
5110,263376,932.42
5111,263428,932.41
5112,263479,932.40
5113,263528,932.46
5114,263578,932.47
5115,263626,932.46
5116,263675,932.45
5117,263725,932.44
5118,263774,932.46
5119,263823,932.45
5120,263871,932.44
5121,263920,932.43
5122,263969,932.43
5123,264018,932.45
5124,264068,932.37
5125,264117,932.37
5126,264166,932.44
5127,264215,932.47
5128,264263,932.46
5129,264312,932.43
5130,264361,932.44
5131,264415,932.37
5132,264467,932.45
5133,264518,932.43
5134,264572,932.42
5135,264623,932.43
5136,264674,932.43
5137,264726,932.43
5138,264777,932.40
5139,264826,932.36
5140,264878,932.45
5141,264929,932.43
5142,264980,932.39
5143,265030,932.35
5144,265080,932.43
5145,265132,932.43
5146,265184,932.41
5147,265235,932.44
5148,265287,932.41
5149,265338,932.48
5150,265390,932.40
5151,265442,932.47
5152,265493,932.42
5153,265545,932.41
5154,265596,932.42
5155,265648,932.46
5156,265700,932.38
5157,265751,932.40
5158,265805,932.36
5159,265856,932.41
5160,265907,932.38
5161,265959,932.44
5162,266014,932.37
5163,266065,932.33
5164,266118,932.41
5165,266169,932.38
5166,266220,932.41
5167,266271,932.39
5168,266323,932.35
5169,266375,932.42
5170,266427,932.39
5171,266478,932.41
5172,266529,932.46
5173,266580,932.45
5174,266633,932.44
5175,266684,932.51
5176,266735,932.43
5177,266787,932.40
5178,266839,932.44
5179,266891,932.48
5180,266942,932.47
5181,266993,932.48
5182,267044,932.46
5183,267097,932.35
5184,267148,932.47
5185,267203,932.44
5186,267254,932.47
5187,267307,932.39
5188,267358,932.41
5189,267409,932.46
5190,267464,932.46
5191,267516,932.43
5192,267568,932.49
5193,267620,932.48
5194,267671,932.45
5195,267723,932.49
5196,267774,932.42
5197,267827,932.39
5198,267878,932.36
5199,267930,932.38
5200,267981,932.39
5201,268034,932.46
5202,268086,932.44
5203,268137,932.36
5204,268189,932.36
5205,268240,932.38
5206,268292,932.37
5207,268344,932.40
5208,268395,932.35
5209,268447,932.37
5210,268499,932.37
5211,268551,932.39
5212,268606,932.35
5213,268657,932.38
5214,268709,932.41
5215,268761,932.38
5216,268813,932.38
5217,268864,932.39
5218,268920,932.46
5219,268972,932.46
5220,269024,932.36
5221,269075,932.46
5222,269126,932.38
5223,269178,932.40
5224,269230,932.47
5225,269282,932.39
5226,269334,932.41
5227,269385,932.42
5228,269437,932.39
5229,269489,932.40
5230,269541,932.38
5231,269592,932.41
5232,269644,932.37
5233,269696,932.37
5234,269748,932.37
5235,269799,932.43
5236,269851,932.43
5237,269902,932.38
5238,269955,932.35
5239,270009,932.32
5240,270061,932.35
5241,270112,932.37
5242,270164,932.32
5243,270217,932.35
5244,270268,932.37
5245,270320,932.35
5246,270374,932.33
5247,270427,932.37
5248,270479,932.35
5249,270530,932.35
5250,270582,932.37
5251,270633,932.41
5252,270686,932.38
5253,270737,932.39
5254,270788,932.40
5255,270840,932.38
5256,270893,932.37
5257,270944,932.34
5258,270996,932.36
5259,271047,932.39
5260,271099,932.35
5261,271151,932.35
5262,271203,932.36
5263,271254,932.36
5264,271306,932.36
5265,271357,932.38
5266,271413,932.33
5267,271464,932.32
5268,271516,932.39
5269,271567,932.34
5270,271620,932.37
5271,271671,932.37
5272,271723,932.36
5273,271775,932.38
5274,271831,932.38
5275,271882,932.38
5276,271933,932.40
5277,271985,932.38
5278,272037,932.41
5279,272089,932.46
5280,272141,932.38
5281,272192,932.38
5282,272244,932.40
5283,272295,932.38
5284,272348,932.44
5285,272399,932.43
5286,272451,932.39
5287,272502,932.46
5288,272555,932.38
5289,272607,932.39
5290,272658,932.41
5291,272710,932.37
5292,272761,932.41
5293,272806,932.40
5294,272859,932.41
5295,272910,932.38
5296,272962,932.34
5297,273013,932.41
5298,273064,932.40
5299,273115,932.36
5300,273167,932.34
5301,273218,932.43
5302,273273,932.40
5303,273325,932.41
5304,273377,932.42
5305,273428,932.41
5306,273480,932.37
5307,273531,932.41
5308,273584,932.38
5309,273635,932.40
5310,273687,932.39
5311,273738,932.37
5312,273790,932.38
5313,273843,932.44
5314,273894,932.41
5315,273945,932.41
5316,273997,932.38
5317,274049,932.36
5318,274101,932.39
5319,274155,932.38
5320,274205,932.37
5321,274256,932.38
5322,274308,932.39
5323,274359,932.38
5324,274410,932.36
5325,274459,932.35
5326,274508,932.41
5327,274557,932.37
5328,274607,932.36
5329,274656,932.39
5330,274709,932.39
5331,274760,932.34
5332,274809,932.37
5333,274861,932.35
5334,274912,932.38
5335,274963,932.39
5336,275015,932.41
5337,275066,932.37
5338,275116,932.34
5339,275165,932.39
5340,275214,932.37
5341,275263,932.36
5342,275312,932.37
5343,275360,932.35
5344,275409,932.39
5345,275459,932.38
5346,275520,932.42
5347,275571,932.40
5348,275622,932.39
5349,275675,932.35
5350,275726,932.40
5351,275778,932.38
5352,275829,932.37
5353,275878,932.37
5354,275928,932.41
5355,275979,932.39
5356,276030,932.35
5357,276085,932.40
5358,276137,932.42
5359,276189,932.39
5360,276241,932.41
5361,276292,932.43
5362,276342,932.40
5363,276393,932.38
5364,276445,932.38
5365,276496,932.38
5366,276547,932.36
5367,276599,932.34
5368,276648,932.44
5369,276699,932.41
5370,276751,932.40
5371,276802,932.39
5372,276852,932.38
5373,276905,932.41
5374,276957,932.40
5375,277009,932.40
5376,277060,932.39
5377,277112,932.39
5378,277164,932.39
5379,277215,932.38
5380,277267,932.41
5381,277319,932.43
5382,277370,932.33
5383,277423,932.41
5384,277474,932.35
5385,277531,932.38
5386,277582,932.35
5387,277635,932.34
5388,277685,932.38
5389,277736,932.37
5390,277787,932.40
5391,277839,932.37
5392,277891,932.44
5393,277942,932.31
5394,277994,932.39
5395,278045,932.42
5396,278096,932.37
5397,278149,932.32
5398,278200,932.43
5399,278251,932.40
5400,278306,932.37
5401,278358,932.38
5402,278409,932.39
5403,278461,932.33
5404,278512,932.37
5405,278564,932.40
5406,278616,932.41
5407,278668,932.40
5408,278719,932.46
5409,278770,932.41
5410,278822,932.38
5411,278874,932.39
5412,278926,932.41
5413,278980,932.38
5414,279032,932.41
5415,279084,932.39
5416,279135,932.43
5417,279185,932.41
5418,279237,932.45
5419,279288,932.44
5420,279340,932.40
5421,279391,932.42
5422,279443,932.43
5423,279494,932.42
5424,279545,932.36
5425,279597,932.41
5426,279648,932.41
5427,279703,932.41
5428,279754,932.44
5429,279805,932.42
5430,279857,932.41
5431,279909,932.38
5432,279960,932.43
5433,280011,932.43
5434,280062,932.37
5435,280115,932.46
5436,280166,932.44
5437,280217,932.40
5438,280268,932.41
5439,280321,932.41
5440,280372,932.44
5441,280427,932.45
5442,280478,932.44
5443,280530,932.44
5444,280581,932.42
5445,280632,932.39
5446,280683,932.43
5447,280734,932.42
5448,280786,932.44
5449,280838,932.44
5450,280889,932.39
5451,280940,932.44
5452,280992,932.37
5453,281043,932.36
5454,281098,932.36
5455,281150,932.36
5456,281201,932.36
5457,281253,932.39
5458,281305,932.38
5459,281357,932.38
5460,281408,932.40
5461,281460,932.42
5462,281511,932.43
5463,281564,932.41
5464,281615,932.37
5465,281667,932.31
5466,281718,932.41
5467,281771,932.41
5468,281822,932.42
5469,281877,932.45
5470,281929,932.40
5471,281980,932.43
5472,282031,932.37
5473,282082,932.43
5474,282134,932.38
5475,282185,932.43
5476,282236,932.41
5477,282289,932.45
5478,282340,932.37
5479,282392,932.38
5480,282443,932.42
5481,282498,932.35
5482,282550,932.43
5483,282601,932.38
5484,282652,932.41
5485,282704,932.41
5486,282756,932.36
5487,282808,932.39
5488,282859,932.43
5489,282910,932.44
5490,282962,932.39
5491,283014,932.41
5492,283065,932.39
5493,283117,932.35
5494,283168,932.40
5495,283219,932.43
5496,283272,932.43
5497,283327,932.41
5498,283378,932.39
5499,283429,932.43
5500,283481,932.39
5501,283532,932.42
5502,283583,932.42
5503,283634,932.39
5504,283686,932.38
5505,283738,932.42
5506,283789,932.40
5507,283840,932.40
5508,283895,932.43
5509,283948,932.41
5510,283999,932.44
5511,284051,932.43
5512,284102,932.33
5513,284154,932.39
5514,284206,932.42
5515,284257,932.38
5516,284309,932.36
5517,284361,932.42
5518,284412,932.37
5519,284465,932.35
5520,284516,932.38
5521,284567,932.34
5522,284619,932.42
5523,284670,932.35
5524,284736,932.40
5525,284790,932.44
5526,284840,932.40
5527,284890,932.39
5528,284942,932.43
5529,284992,932.46
5530,285043,932.44
5531,285092,932.33
5532,285140,932.41
5533,285190,932.41
5534,285239,932.41
5535,285292,932.41
5536,285343,932.36
5537,285394,932.45
5538,285446,932.44
5539,285497,932.34
5540,285548,932.41
5541,285599,932.37
5542,285650,932.40
5543,285703,932.41
5544,285754,932.42
5545,285805,932.41
5546,285856,932.41
5547,285907,932.43
5548,285959,932.36
5549,286011,932.33
5550,286062,932.32
5551,286113,932.35
5552,286164,932.38
5553,286218,932.40
5554,286269,932.39
5555,286319,932.45
5556,286368,932.39
5557,286417,932.42
5558,286467,932.37
5559,286515,932.42
5560,286564,932.39
5561,286613,932.42
5562,286667,932.41
5563,286718,932.43
5564,286770,932.40
5565,286820,932.40
5566,286871,932.38
5567,286922,932.37
5568,286973,932.38
5569,287026,932.36
5570,287077,932.41
5571,287126,932.42
5572,287177,932.33
5573,287228,932.38
5574,287280,932.33
5575,287330,932.43
5576,287380,932.33
5577,287431,932.32
5578,287483,932.40
5579,287535,932.47
5580,287586,932.36
5581,287638,932.46
5582,287692,932.41
5583,287745,932.40
5584,287796,932.39
5585,287847,932.39
5586,287899,932.39
5587,287950,932.41
5588,288003,932.44
5589,288057,932.37
5590,288107,932.44
5591,288158,932.42
5592,288210,932.41
5593,288262,932.41
5594,288314,932.40
5595,288365,932.37
5596,288416,932.42
5597,288468,932.35
5598,288520,932.44
5599,288571,932.37
5600,288623,932.35
5601,288674,932.42
5602,288726,932.41
5603,288778,932.41
5604,288829,932.35
5605,288880,932.36
5606,288932,932.40
5607,288984,932.34
5608,289036,932.35
5609,289087,932.41
5610,289142,932.42
5611,289195,932.36
5612,289246,932.41
5613,289298,932.40
5614,289349,932.42
5615,289401,932.38
5616,289456,932.37
5617,289508,932.43
5618,289559,932.41
5619,289611,932.43
5620,289662,932.45
5621,289715,932.42
5622,289766,932.41
5623,289818,932.35
5624,289869,932.33
5625,289922,932.30
5626,289974,932.40
5627,290025,932.34
5628,290077,932.40
5629,290128,932.37
5630,290181,932.36
5631,290232,932.41
5632,290284,932.38
5633,290335,932.35
5634,290387,932.32
5635,290440,932.35
5636,290491,932.39
5637,290543,932.37
5638,290598,932.36
5639,290650,932.37
5640,290702,932.35
5641,290753,932.36
5642,290805,932.39
5643,290860,932.35
5644,290912,932.37
5645,290963,932.34
5646,291015,932.38
5647,291066,932.33
5648,291119,932.35
5649,291170,932.38
5650,291222,932.40
5651,291273,932.33
5652,291325,932.36
5653,291377,932.41
5654,291428,932.37
5655,291480,932.42
5656,291531,932.42
5657,291584,932.38
5658,291635,932.42
5659,291686,932.43
5660,291738,932.38
5661,291789,932.38
5662,291841,932.40
5663,291893,932.36
5664,291944,932.40
5665,291996,932.40
5666,292051,932.35
5667,292103,932.27
5668,292155,932.35
5669,292206,932.38
5670,292260,932.35
5671,292313,932.41
5672,292364,932.40
5673,292416,932.42
5674,292467,932.40
5675,292518,932.35
5676,292571,932.42
5677,292622,932.41
5678,292673,932.42
5679,292725,932.36
5680,292776,932.36
5681,292829,932.42
5682,292880,932.33
5683,292932,932.33
5684,292983,932.38
5685,293035,932.45
5686,293087,932.41
5687,293138,932.42
5688,293190,932.42
5689,293241,932.33
5690,293294,932.40
5691,293345,932.44
5692,293396,932.32
5693,293448,932.42
5694,293502,932.33
5695,293555,932.41
5696,293606,932.39
