n,t,p
2897,149322,932.58
2898,149373,932.57
2899,149425,932.61
2900,149476,932.59
2901,149527,932.57
2902,149578,932.57
2903,149630,932.54
2904,149682,932.60
2905,149733,932.58
2906,149787,932.62
2907,149839,932.58
2908,149891,932.58
2909,149943,932.57
2910,149994,932.57
2911,150045,932.59
2912,150097,932.56
2913,150149,932.62
2914,150201,932.57
2915,150255,932.56
2916,150306,932.59
2917,150359,932.57
2918,150411,932.57
2919,150462,932.57
2920,150514,932.55
2921,150565,932.60
2922,150618,932.59
2923,150669,932.57
2924,150721,932.60
2925,150772,932.57
2926,150824,932.59
2927,150877,932.57
2928,150928,932.62
2929,150980,932.59
2930,151031,932.57
2931,151083,932.58
2932,151135,932.61
2933,151187,932.58
2934,151242,932.58
2935,151293,932.54
2936,151346,932.57
2937,151397,932.62
2938,151449,932.61
2939,151500,932.61
2940,151553,932.58
2941,151604,932.59
2942,151650,932.58
2943,151701,932.60
2944,151753,932.59
2945,151804,932.64
2946,151857,932.63
2947,151907,932.60
2948,151958,932.62
2949,152009,932.62
2950,152061,932.62
2951,152113,932.58
2952,152164,932.58
2953,152216,932.55
2954,152267,932.62
2955,152318,932.60
2956,152371,932.58
2957,152422,932.58
2958,152474,932.60
2959,152525,932.56
2960,152578,932.58
2961,152629,932.60
2962,152680,932.62
2963,152735,932.61
2964,152786,932.54
2965,152839,932.56
2966,152891,932.61
2967,152942,932.56
2968,152997,932.63
2969,153048,932.64
2970,153099,932.60
2971,153150,932.56
2972,153201,932.62
2973,153252,932.53
2974,153305,932.61
2975,153356,932.55
2976,153407,932.63
2977,153458,932.62
2978,153510,932.63
2979,153562,932.56
2980,153613,932.54
2981,153664,932.58
2982,153716,932.60
2983,153767,932.57
2984,153819,932.57
2985,153870,932.57
2986,153922,932.49
2987,153973,932.56
2988,154024,932.56
2989,154076,932.55
2990,154128,932.54
2991,154183,932.54
2992,154234,932.59
2993,154287,932.56
2994,154338,932.62
2995,154393,932.51
2996,154444,932.60
2997,154496,932.60
2998,154548,932.64
2999,154599,932.58
3000,154651,932.63
3001,154702,932.63
3002,154755,932.54
3003,154806,932.55
3004,154858,932.54
3005,154909,932.51
3006,154960,932.54
3007,155013,932.56
3008,155065,932.56
3009,155116,932.54
3010,155168,932.50
3011,155219,932.58
3012,155271,932.58
3013,155323,932.54
3014,155374,932.60
3015,155426,932.56
3016,155478,932.54
3017,155530,932.61
3018,155581,932.51
3019,155636,932.56
3020,155687,932.56
3021,155740,932.57
3022,155794,932.57
3023,155846,932.57
3024,155897,932.52
3025,155950,932.62
3026,156001,932.57
3027,156053,932.52
3028,156104,932.54
3029,156155,932.65
3030,156208,932.59
3031,156260,932.62
3032,156311,932.57
3033,156363,932.56
3034,156414,932.53
3035,156467,932.62
3036,156518,932.65
3037,156570,932.59
3038,156621,932.53
3039,156674,932.60
3040,156726,932.54
3041,156777,932.52
3042,156829,932.56
3043,156880,932.61
3044,156933,932.61
3045,156984,932.57
3046,157036,932.57
3047,157091,932.54
3048,157144,932.56
3049,157198,932.54
3050,157250,932.59
3051,157301,932.56
3052,157353,932.57
3053,157405,932.52
3054,157457,932.58
3055,157509,932.52
3056,157560,932.58
3057,157613,932.55
3058,157664,932.57
3059,157716,932.62
3060,157767,932.56
3061,157819,932.52
3062,157871,932.60
3063,157923,932.62
3064,157974,932.53
3065,158026,932.58
3066,158077,932.57
3067,158130,932.56
3068,158181,932.52
3069,158233,932.48
3070,158285,932.56
3071,158337,932.50
3072,158389,932.58
3073,158440,932.57
3074,158492,932.58
3075,158546,932.57
3076,158602,932.58
3077,158653,932.53
3078,158704,932.60
3079,158755,932.54
3080,158808,932.57
3081,158859,932.59
3082,158910,932.61
3083,158961,932.60
3084,159012,932.55
3085,159064,932.60
3086,159116,932.55
3087,159167,932.56
3088,159218,932.51
3089,159269,932.54
3090,159321,932.54
3091,159372,932.59
3092,159424,932.54
3093,159475,932.51
3094,159540,932.53
3095,159590,932.49
3096,159640,932.56
3097,159691,932.54
3098,159742,932.50
3099,159794,932.49
3100,159845,932.58
3101,159895,932.53
